Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promo Dependency,CLV Proxy,Previous Purchases Scaled,Frequency Scaled,Promo Dep Scaled,Subscription Scaled,Loyalty Score,Loyal Customer,Satisfaction Tier,Customer Segment
489,58,Male,Clothing,29,Maine,Spring,4.6,1,Standard,1,1,32,Venmo,2,2,1856,6.33,1.67,10,10,2.67,0,1,Low-Engagement Casuals
490,49,Male,Clothing,85,South Dakota,Summer,3.2,1,Standard,1,1,40,PayPal,7,2,23800,7.96,10,10,10,5.99,0,0,At-Risk High-Value
491,57,Male,Footwear,42,Colorado,Winter,4.2,1,2-Day Shipping,1,1,47,Cash,4,2,7896,9.39,5,10,10,4.8,0,1,At-Risk High-Value
492,49,Male,Outerwear,69,Vermont,Summer,3.75,1,2-Day Shipping,1,1,24,Credit Card,1,2,1656,4.69,0,10,10,1.56,0,0,Low-Engagement Casuals
493,50,Male,Clothing,62,Michigan,Fall,3.9,1,Standard,1,1,11,Debit Card,2,2,1364,2.04,1.67,10,10,1.24,0,1,Low-Engagement Casuals
494,28,Male,Accessories,48,Nevada,Summer,4.7,1,Store Pickup,1,1,19,Cash,1,2,912,3.67,0,10,10,1.22,0,1,Low-Engagement Casuals
495,38,Male,Footwear,68,Indiana,Winter,4.5,1,Express,1,1,42,Debit Card,2,2,5712,8.37,1.67,10,10,3.35,0,1,At-Risk High-Value
496,33,Male,Accessories,36,Michigan,Fall,3.3,1,Free Shipping,1,1,6,Debit Card,3,2,648,1.02,3.33,10,10,1.45,0,0,Low-Engagement Casuals
497,30,Male,Clothing,63,California,Fall,3.3,1,Express,1,1,31,Venmo,3,2,5859,6.12,3.33,10,10,3.15,0,0,At-Risk High-Value
498,43,Male,Footwear,39,Oklahoma,Winter,4.6,1,Free Shipping,1,1,31,Cash,2,2,2418,6.12,1.67,10,10,2.6,0,1,Low-Engagement Casuals
499,43,Male,Footwear,78,Iowa,Spring,3.6,1,Free Shipping,1,1,27,Bank Transfer,4,2,8424,5.31,5,10,10,3.44,0,0,At-Risk High-Value
500,36,Male,Footwear,99,Rhode Island,Winter,4.8,1,Express,1,1,24,PayPal,4,2,9504,4.69,5,10,10,3.23,0,1,At-Risk High-Value
501,36,Male,Clothing,31,Washington,Fall,4.8,1,Next Day Air,1,1,35,Venmo,5,2,5425,6.94,6.67,10,10,4.54,0,1,At-Risk High-Value
502,64,Male,Footwear,45,Florida,Spring,2.9,1,Next Day Air,1,1,21,Venmo,7,2,6615,4.08,10,10,10,4.69,0,0,At-Risk High-Value
503,59,Male,Clothing,30,South Carolina,Fall,2.8,1,Express,1,1,8,PayPal,3,2,720,1.43,3.33,10,10,1.59,0,0,Low-Engagement Casuals
504,55,Male,Footwear,24,West Virginia,Summer,3.2,1,Next Day Air,1,1,26,Bank Transfer,6,2,3744,5.1,8.33,10,10,4.48,0,0,Low-Engagement Casuals
505,42,Male,Footwear,22,Missouri,Winter,3.9,1,Free Shipping,1,1,26,PayPal,7,2,4004,5.1,10,10,10,5.03,0,1,Low-Engagement Casuals
506,61,Male,Clothing,63,Maine,Spring,4.3,1,Express,1,1,9,Cash,1,2,567,1.63,0,10,10,0.54,0,1,Low-Engagement Casuals
507,28,Male,Accessories,40,Georgia,Fall,2.7,1,2-Day Shipping,1,1,48,Debit Card,7,2,13440,9.59,10,10,10,6.53,0,0,At-Risk High-Value
508,65,Male,Clothing,20,Maine,Spring,5,1,Store Pickup,1,1,33,Debit Card,3,2,1980,6.53,3.33,10,10,3.29,0,1,Low-Engagement Casuals
509,27,Male,Accessories,20,Illinois,Winter,3.7,1,Store Pickup,1,1,31,PayPal,6,2,3720,6.12,8.33,10,10,4.82,0,0,Low-Engagement Casuals
510,41,Male,Clothing,80,Delaware,Summer,3.9,1,Free Shipping,1,1,17,Debit Card,2,2,2720,3.27,1.67,10,10,1.65,0,1,Low-Engagement Casuals
511,21,Male,Clothing,87,West Virginia,Fall,3.9,1,2-Day Shipping,1,1,22,Venmo,7,2,13398,4.29,10,10,10,4.76,0,1,At-Risk High-Value
512,61,Male,Clothing,46,Hawaii,Fall,3.1,1,Free Shipping,1,1,8,PayPal,7,2,2576,1.43,10,10,10,3.81,0,0,Low-Engagement Casuals
513,19,Male,Accessories,49,New York,Winter,3.75,1,Next Day Air,1,1,2,Bank Transfer,4,2,392,0.2,5,10,10,1.73,0,0,Low-Engagement Casuals
514,22,Male,Accessories,65,New Mexico,Fall,3.6,1,Store Pickup,1,1,45,Venmo,7,2,20475,8.98,10,10,10,6.33,0,0,At-Risk High-Value
515,64,Male,Clothing,62,Indiana,Winter,4.3,1,Standard,1,1,47,PayPal,6,2,17484,9.39,8.33,10,10,5.91,0,1,At-Risk High-Value
516,28,Male,Accessories,67,Kentucky,Spring,4.5,1,Next Day Air,1,1,7,Cash,4,2,1876,1.22,5,10,10,2.07,0,1,Low-Engagement Casuals
517,34,Male,Clothing,41,West Virginia,Fall,2.8,1,2-Day Shipping,1,1,19,Debit Card,1,2,779,3.67,0,10,10,1.22,0,0,Low-Engagement Casuals
518,61,Male,Footwear,49,North Dakota,Fall,2.7,1,Free Shipping,1,1,44,Cash,5,2,10780,8.78,6.67,10,10,5.15,0,0,At-Risk High-Value
519,24,Male,Clothing,100,Oregon,Fall,2.9,1,Next Day Air,1,1,16,Venmo,5,2,8000,3.06,6.67,10,10,3.24,0,0,At-Risk High-Value
520,19,Male,Accessories,54,Minnesota,Summer,4.4,1,2-Day Shipping,1,1,17,Bank Transfer,6,2,5508,3.27,8.33,10,10,3.87,0,1,At-Risk High-Value
521,51,Male,Accessories,84,South Carolina,Spring,3.9,1,Free Shipping,1,1,20,Debit Card,6,2,10080,3.88,8.33,10,10,4.07,0,1,At-Risk High-Value
522,36,Male,Clothing,41,Vermont,Winter,3.5,1,Standard,1,1,50,Bank Transfer,7,2,14350,10,10,10,10,6.67,0,0,At-Risk High-Value
523,65,Male,Accessories,88,Minnesota,Spring,2.5,1,Store Pickup,1,1,37,Cash,6,2,19536,7.35,8.33,10,10,5.23,0,0,At-Risk High-Value
524,46,Male,Footwear,40,Delaware,Spring,4.9,1,Express,1,1,5,PayPal,6,2,1200,0.82,8.33,10,10,3.05,0,1,Low-Engagement Casuals
525,59,Male,Clothing,39,Pennsylvania,Summer,4.8,1,Free Shipping,1,1,44,PayPal,7,2,12012,8.78,10,10,10,6.26,0,1,At-Risk High-Value
526,51,Male,Outerwear,37,Iowa,Spring,3.2,1,Next Day Air,1,1,41,Debit Card,4,2,6068,8.16,5,10,10,4.39,0,0,At-Risk High-Value
527,51,Male,Clothing,52,New Jersey,Winter,4.9,1,Standard,1,1,19,Cash,4,2,3952,3.67,5,10,10,2.89,0,1,Low-Engagement Casuals
528,21,Male,Clothing,23,South Carolina,Winter,4.3,1,Next Day Air,1,1,47,Bank Transfer,5,2,5405,9.39,6.67,10,10,5.35,0,1,At-Risk High-Value
529,34,Male,Footwear,88,Maryland,Winter,3.2,1,Express,1,1,40,Cash,7,2,24640,7.96,10,10,10,5.99,0,0,At-Risk High-Value
530,32,Male,Clothing,84,California,Fall,3.7,1,Standard,1,1,6,Credit Card,4,2,2016,1.02,5,10,10,2.01,0,0,Low-Engagement Casuals
531,48,Male,Outerwear,37,Montana,Winter,3.2,1,Store Pickup,1,1,25,Credit Card,1,2,925,4.9,0,10,10,1.63,0,0,Low-Engagement Casuals
532,50,Male,Footwear,51,Vermont,Fall,3.4,1,Next Day Air,1,1,42,Cash,2,2,4284,8.37,1.67,10,10,3.35,0,0,At-Risk High-Value
533,26,Male,Clothing,76,Texas,Winter,4.1,1,Express,1,1,35,Bank Transfer,5,2,13300,6.94,6.67,10,10,4.54,0,1,At-Risk High-Value
534,57,Male,Footwear,60,North Carolina,Spring,4.5,1,Next Day Air,1,1,17,Debit Card,2,2,2040,3.27,1.67,10,10,1.65,0,1,Low-Engagement Casuals
535,65,Male,Accessories,72,Florida,Fall,4.5,1,Next Day Air,1,1,4,PayPal,6,2,1728,0.61,8.33,10,10,2.98,0,1,Low-Engagement Casuals
536,56,Male,Clothing,45,West Virginia,Spring,3.2,1,Free Shipping,1,1,24,Bank Transfer,2,2,2160,4.69,1.67,10,10,2.12,0,0,Low-Engagement Casuals
537,44,Male,Outerwear,84,Illinois,Fall,4.4,1,Store Pickup,1,1,16,Debit Card,5,2,6720,3.06,6.67,10,10,3.24,0,1,At-Risk High-Value
538,50,Male,Clothing,49,Virginia,Summer,3,1,Store Pickup,1,1,14,Debit Card,7,2,4802,2.65,10,10,10,4.22,0,0,At-Risk High-Value
539,27,Male,Clothing,22,Virginia,Spring,3.2,1,Free Shipping,1,1,43,Cash,2,2,1892,8.57,1.67,10,10,3.41,0,0,Low-Engagement Casuals
540,49,Male,Outerwear,48,Wyoming,Winter,4,1,Store Pickup,1,1,49,Debit Card,2,2,4704,9.8,1.67,10,10,3.82,0,1,At-Risk High-Value
541,49,Male,Clothing,37,South Carolina,Spring,3.1,1,Next Day Air,1,1,33,Cash,5,2,6105,6.53,6.67,10,10,4.4,0,0,At-Risk High-Value
542,52,Male,Outerwear,27,Connecticut,Fall,2.8,1,Next Day Air,1,1,45,Cash,1,2,1215,8.98,0,10,10,2.99,0,0,Low-Engagement Casuals
543,27,Male,Footwear,79,Illinois,Spring,4.6,1,Next Day Air,1,1,35,Cash,1,2,2765,6.94,0,10,10,2.31,0,1,Low-Engagement Casuals
544,53,Male,Clothing,98,Alabama,Spring,4.3,1,Express,1,1,11,Credit Card,4,2,4312,2.04,5,10,10,2.35,0,1,At-Risk High-Value
545,34,Male,Footwear,64,Washington,Summer,3.3,1,Standard,1,1,30,Bank Transfer,5,2,9600,5.92,6.67,10,10,4.2,0,0,At-Risk High-Value
546,33,Male,Outerwear,32,Alabama,Summer,3.5,1,2-Day Shipping,1,1,48,Debit Card,7,2,10752,9.59,10,10,10,6.53,0,0,At-Risk High-Value
547,62,Male,Clothing,74,New Mexico,Winter,3.4,1,Free Shipping,1,1,45,Venmo,1,2,3330,8.98,0,10,10,2.99,0,0,Low-Engagement Casuals
548,38,Male,Outerwear,50,Nevada,Winter,2.8,1,Free Shipping,1,1,26,Venmo,2,2,2600,5.1,1.67,10,10,2.26,0,0,Low-Engagement Casuals
549,36,Male,Accessories,64,Nebraska,Winter,4.6,1,Store Pickup,1,1,41,Debit Card,5,2,13120,8.16,6.67,10,10,4.94,0,1,At-Risk High-Value
550,31,Male,Accessories,29,Arizona,Fall,3.6,1,Express,1,1,37,Venmo,1,2,1073,7.35,0,10,10,2.45,0,0,Low-Engagement Casuals
551,62,Male,Accessories,62,Georgia,Summer,3.3,1,Store Pickup,1,1,12,PayPal,2,2,1488,2.24,1.67,10,10,1.3,0,0,Low-Engagement Casuals
552,29,Male,Outerwear,78,Idaho,Fall,3.1,1,2-Day Shipping,1,1,27,Cash,1,2,2106,5.31,0,10,10,1.77,0,0,Low-Engagement Casuals
553,24,Male,Clothing,94,Missouri,Fall,3.5,1,Express,1,1,18,Bank Transfer,2,2,3384,3.47,1.67,10,10,1.71,0,0,Low-Engagement Casuals
554,63,Male,Accessories,59,Florida,Winter,3.2,1,Express,1,1,15,Credit Card,6,2,5310,2.86,8.33,10,10,3.73,0,0,At-Risk High-Value
555,56,Male,Footwear,47,Minnesota,Summer,3,1,Express,1,1,34,Bank Transfer,2,2,3196,6.73,1.67,10,10,2.8,0,0,Low-Engagement Casuals
556,63,Male,Accessories,57,Maine,Fall,4.8,1,Express,1,1,37,Venmo,7,2,14763,7.35,10,10,10,5.78,0,1,At-Risk High-Value
557,40,Male,Outerwear,90,Montana,Winter,5,1,Store Pickup,1,1,21,Cash,3,2,5670,4.08,3.33,10,10,2.47,0,1,At-Risk High-Value
558,18,Male,Clothing,60,Alaska,Spring,2.9,1,Free Shipping,1,1,31,Debit Card,2,2,3720,6.12,1.67,10,10,2.6,0,0,Low-Engagement Casuals
559,50,Male,Footwear,77,Iowa,Fall,3.2,1,Express,1,1,43,Debit Card,5,2,16555,8.57,6.67,10,10,5.08,0,0,At-Risk High-Value
560,66,Male,Accessories,41,Arizona,Fall,2.9,1,Store Pickup,1,1,22,Bank Transfer,4,2,3608,4.29,5,10,10,3.1,0,0,Low-Engagement Casuals
561,25,Male,Accessories,48,Louisiana,Fall,3.75,1,Free Shipping,1,1,12,Debit Card,7,2,4032,2.24,10,10,10,4.08,0,0,Low-Engagement Casuals
562,65,Male,Outerwear,65,Alabama,Fall,2.6,1,Next Day Air,1,1,25,PayPal,3,2,4875,4.9,3.33,10,10,2.74,0,0,At-Risk High-Value
563,53,Male,Clothing,62,Missouri,Summer,3.5,1,Standard,1,1,40,Debit Card,7,2,17360,7.96,10,10,10,5.99,0,0,At-Risk High-Value
564,61,Male,Footwear,99,Idaho,Fall,4.4,1,Standard,1,1,16,Debit Card,6,2,9504,3.06,8.33,10,10,3.8,0,1,At-Risk High-Value
565,67,Male,Clothing,58,Florida,Winter,3.4,1,Next Day Air,1,1,30,Bank Transfer,2,2,3480,5.92,1.67,10,10,2.53,0,0,Low-Engagement Casuals
566,59,Male,Accessories,43,Idaho,Fall,4.2,1,Store Pickup,1,1,10,Venmo,2,2,860,1.84,1.67,10,10,1.17,0,1,Low-Engagement Casuals
567,55,Male,Footwear,93,Alabama,Spring,3.6,1,Store Pickup,1,1,1,Debit Card,3,2,279,0,3.33,10,10,1.11,0,0,Low-Engagement Casuals
568,21,Male,Clothing,50,New Hampshire,Winter,3,1,Next Day Air,1,1,24,Venmo,3,2,3600,4.69,3.33,10,10,2.67,0,0,Low-Engagement Casuals
569,44,Male,Clothing,88,Utah,Summer,4,1,Free Shipping,1,1,36,PayPal,4,2,12672,7.14,5,10,10,4.05,0,1,At-Risk High-Value
570,65,Male,Clothing,33,Alabama,Fall,4.4,1,Express,1,1,46,Credit Card,5,2,7590,9.18,6.67,10,10,5.28,0,1,At-Risk High-Value
571,65,Male,Clothing,99,Iowa,Fall,4.1,1,Standard,1,1,20,Cash,7,2,13860,3.88,10,10,10,4.63,0,1,At-Risk High-Value
572,54,Male,Outerwear,76,Kentucky,Spring,3.6,1,Free Shipping,1,1,37,Venmo,2,2,5624,7.35,1.67,10,10,3.01,0,0,At-Risk High-Value
573,56,Male,Accessories,97,South Carolina,Summer,4.6,1,Next Day Air,1,1,26,Bank Transfer,7,2,17654,5.1,10,10,10,5.03,0,1,At-Risk High-Value
574,58,Male,Clothing,68,California,Summer,3.2,1,2-Day Shipping,1,1,23,Credit Card,1,2,1564,4.49,0,10,10,1.5,0,0,Low-Engagement Casuals
575,54,Male,Footwear,79,Maine,Fall,4.8,1,Free Shipping,1,1,20,Bank Transfer,1,2,1580,3.88,0,10,10,1.29,0,1,Low-Engagement Casuals
576,58,Male,Clothing,86,Nebraska,Fall,4.8,1,Express,1,1,38,PayPal,4,2,13072,7.55,5,10,10,4.18,0,1,At-Risk High-Value
577,48,Male,Accessories,68,Washington,Winter,5,1,2-Day Shipping,1,1,5,Credit Card,5,2,1700,0.82,6.67,10,10,2.5,0,1,Low-Engagement Casuals
578,19,Male,Clothing,52,Alabama,Fall,3.7,1,Store Pickup,1,1,41,Venmo,7,2,14924,8.16,10,10,10,6.05,0,0,At-Risk High-Value
579,69,Male,Footwear,90,Maine,Fall,4.6,1,Next Day Air,1,1,22,Credit Card,3,2,5940,4.29,3.33,10,10,2.54,0,1,At-Risk High-Value
580,58,Male,Footwear,41,California,Winter,3.7,1,Free Shipping,1,1,48,Credit Card,7,2,13776,9.59,10,10,10,6.53,0,0,At-Risk High-Value
581,49,Male,Clothing,80,Iowa,Spring,4.1,1,Free Shipping,1,1,10,PayPal,2,2,1600,1.84,1.67,10,10,1.17,0,1,Low-Engagement Casuals
582,32,Male,Clothing,100,Iowa,Winter,2.7,1,Store Pickup,1,1,12,Bank Transfer,5,2,6000,2.24,6.67,10,10,2.97,0,0,At-Risk High-Value
583,40,Male,Outerwear,77,Colorado,Spring,4.9,1,Store Pickup,1,1,2,Bank Transfer,6,2,924,0.2,8.33,10,10,2.84,0,1,Low-Engagement Casuals
584,25,Male,Clothing,78,California,Spring,4,1,Store Pickup,1,1,38,PayPal,4,2,11856,7.55,5,10,10,4.18,0,1,At-Risk High-Value
585,70,Male,Clothing,94,Indiana,Spring,4.7,1,Free Shipping,1,1,20,Debit Card,4,2,7520,3.88,5,10,10,2.96,0,1,At-Risk High-Value
586,69,Male,Clothing,23,South Carolina,Fall,2.8,1,Next Day Air,1,1,5,Cash,5,2,575,0.82,6.67,10,10,2.5,0,0,Low-Engagement Casuals
587,45,Male,Clothing,20,Wisconsin,Winter,4.9,1,2-Day Shipping,1,1,9,Venmo,7,2,1260,1.63,10,10,10,3.88,0,1,Low-Engagement Casuals
588,29,Male,Clothing,86,Washington,Fall,4.2,1,Express,1,1,48,Debit Card,5,2,20640,9.59,6.67,10,10,5.42,0,1,At-Risk High-Value
589,47,Male,Footwear,60,South Dakota,Fall,3,1,Standard,1,1,9,Debit Card,6,2,3240,1.63,8.33,10,10,3.32,0,0,Low-Engagement Casuals
590,28,Male,Clothing,70,Minnesota,Fall,3.4,1,2-Day Shipping,1,1,40,PayPal,7,2,19600,7.96,10,10,10,5.99,0,0,At-Risk High-Value
591,64,Male,Accessories,39,Alaska,Fall,4.6,1,Standard,1,1,30,Venmo,3,2,3510,5.92,3.33,10,10,3.08,0,1,Low-Engagement Casuals
592,47,Male,Accessories,37,Kentucky,Fall,4.2,1,Store Pickup,1,1,6,Debit Card,1,2,222,1.02,0,10,10,0.34,0,1,Low-Engagement Casuals
593,60,Male,Footwear,29,North Dakota,Fall,3.2,1,Free Shipping,1,1,42,Venmo,5,2,6090,8.37,6.67,10,10,5.01,0,0,At-Risk High-Value
594,67,Male,Outerwear,35,Alaska,Winter,4.4,1,Store Pickup,1,1,9,PayPal,5,2,1575,1.63,6.67,10,10,2.77,0,1,Low-Engagement Casuals
595,35,Male,Clothing,83,Oklahoma,Winter,2.5,1,Next Day Air,1,1,6,Debit Card,4,2,1992,1.02,5,10,10,2.01,0,0,Low-Engagement Casuals
596,30,Male,Footwear,77,Delaware,Summer,3.6,1,Next Day Air,1,1,47,PayPal,6,2,21714,9.39,8.33,10,10,5.91,0,0,At-Risk High-Value
597,23,Male,Footwear,37,Montana,Summer,4.5,1,Store Pickup,1,1,36,Venmo,7,2,9324,7.14,10,10,10,5.71,0,1,At-Risk High-Value
598,70,Male,Accessories,69,Alaska,Summer,3.4,1,Standard,1,1,19,Bank Transfer,3,2,3933,3.67,3.33,10,10,2.33,0,0,Low-Engagement Casuals
599,21,Male,Clothing,66,California,Winter,3.2,1,2-Day Shipping,1,1,30,Cash,5,2,9900,5.92,6.67,10,10,4.2,0,0,At-Risk High-Value
600,51,Male,Footwear,26,Massachusetts,Spring,4.2,1,Standard,1,1,27,Debit Card,5,2,3510,5.31,6.67,10,10,3.99,0,1,Low-Engagement Casuals
601,22,Male,Accessories,63,South Carolina,Spring,5,1,2-Day Shipping,1,1,25,Venmo,4,2,6300,4.9,5,10,10,3.3,0,1,At-Risk High-Value
602,32,Male,Accessories,38,West Virginia,Summer,4.7,1,Store Pickup,1,1,5,Cash,3,2,570,0.82,3.33,10,10,1.38,0,1,Low-Engagement Casuals
603,37,Male,Footwear,58,Oregon,Summer,4.2,1,Next Day Air,1,1,10,Cash,5,2,2900,1.84,6.67,10,10,2.84,0,1,Low-Engagement Casuals
604,31,Male,Accessories,46,Massachusetts,Winter,3.4,1,2-Day Shipping,1,1,26,PayPal,5,2,5980,5.1,6.67,10,10,3.92,0,0,At-Risk High-Value
605,44,Male,Accessories,92,West Virginia,Fall,4.4,1,Store Pickup,1,1,11,Credit Card,5,2,5060,2.04,6.67,10,10,2.9,0,1,At-Risk High-Value
606,40,Male,Accessories,32,California,Winter,4.2,1,Standard,1,1,17,Bank Transfer,2,2,1088,3.27,1.67,10,10,1.65,0,1,Low-Engagement Casuals
607,27,Male,Accessories,90,Colorado,Spring,4.5,1,Standard,1,1,44,PayPal,4,2,15840,8.78,5,10,10,4.59,0,1,At-Risk High-Value
608,47,Male,Clothing,23,Indiana,Fall,2.8,1,Next Day Air,1,1,44,Cash,4,2,4048,8.78,5,10,10,4.59,0,0,Low-Engagement Casuals
609,41,Male,Accessories,25,Delaware,Fall,3.3,1,Next Day Air,1,1,21,Venmo,5,2,2625,4.08,6.67,10,10,3.58,0,0,Low-Engagement Casuals
610,51,Male,Clothing,54,Ohio,Fall,4.6,1,Next Day Air,1,1,49,Credit Card,3,2,7938,9.8,3.33,10,10,4.38,0,1,At-Risk High-Value
611,53,Male,Clothing,72,Oklahoma,Summer,2.5,1,Free Shipping,1,1,27,Bank Transfer,5,2,9720,5.31,6.67,10,10,3.99,0,0,At-Risk High-Value
612,43,Male,Accessories,33,California,Winter,4.7,1,Store Pickup,1,1,19,Cash,4,2,2508,3.67,5,10,10,2.89,0,1,Low-Engagement Casuals
613,67,Male,Accessories,43,New Hampshire,Fall,4.6,1,Express,1,1,33,Credit Card,6,2,8514,6.53,8.33,10,10,4.95,0,1,At-Risk High-Value
614,61,Male,Outerwear,51,Pennsylvania,Fall,2.6,1,Standard,1,1,46,Cash,1,2,2346,9.18,0,10,10,3.06,0,0,Low-Engagement Casuals
615,68,Male,Accessories,85,Idaho,Winter,4,1,Standard,1,1,21,Credit Card,1,2,1785,4.08,0,10,10,1.36,0,1,Low-Engagement Casuals
616,67,Male,Footwear,100,Maryland,Summer,2.6,1,Next Day Air,1,1,23,Venmo,7,2,16100,4.49,10,10,10,4.83,0,0,At-Risk High-Value
617,29,Male,Accessories,72,Pennsylvania,Spring,4.6,1,Free Shipping,1,1,38,Credit Card,5,2,13680,7.55,6.67,10,10,4.74,0,1,At-Risk High-Value
618,50,Male,Accessories,57,Colorado,Fall,2.6,1,Standard,1,1,2,Bank Transfer,6,2,684,0.2,8.33,10,10,2.84,0,0,Low-Engagement Casuals
619,61,Male,Outerwear,94,Indiana,Spring,4,1,Express,1,1,21,Debit Card,1,2,1974,4.08,0,10,10,1.36,0,1,Low-Engagement Casuals
620,19,Male,Accessories,34,Nebraska,Summer,4.6,1,Store Pickup,1,1,1,Debit Card,5,2,170,0,6.67,10,10,2.22,0,1,Low-Engagement Casuals
621,33,Male,Accessories,89,Rhode Island,Fall,3.7,1,2-Day Shipping,1,1,10,Venmo,5,2,4450,1.84,6.67,10,10,2.84,0,0,At-Risk High-Value
622,51,Male,Accessories,27,Kansas,Fall,4.4,1,Store Pickup,1,1,45,Credit Card,2,2,2430,8.98,1.67,10,10,3.55,0,1,Low-Engagement Casuals
623,69,Male,Clothing,63,Georgia,Spring,4,1,Next Day Air,1,1,44,Bank Transfer,3,2,8316,8.78,3.33,10,10,4.04,0,1,At-Risk High-Value
624,19,Male,Footwear,70,Nevada,Fall,4.7,1,Standard,1,1,48,PayPal,1,2,3360,9.59,0,10,10,3.2,0,1,Low-Engagement Casuals
625,55,Male,Clothing,87,South Carolina,Fall,3.4,1,Express,1,1,21,PayPal,7,2,12789,4.08,10,10,10,4.69,0,0,At-Risk High-Value
626,49,Male,Accessories,79,Delaware,Fall,4,1,Next Day Air,1,1,1,Venmo,2,2,158,0,1.67,10,10,0.56,0,1,Low-Engagement Casuals
627,31,Male,Accessories,79,New Hampshire,Spring,3.9,1,Standard,1,1,10,Venmo,7,2,5530,1.84,10,10,10,3.95,0,1,At-Risk High-Value
628,42,Male,Footwear,44,Oregon,Winter,4.1,1,Express,1,1,24,PayPal,4,2,4224,4.69,5,10,10,3.23,0,1,At-Risk High-Value
629,69,Male,Clothing,85,Massachusetts,Fall,3.75,1,2-Day Shipping,1,1,29,Credit Card,4,2,9860,5.71,5,10,10,3.57,0,0,At-Risk High-Value
630,26,Male,Footwear,90,Vermont,Spring,4.7,1,Standard,1,1,11,Debit Card,7,2,6930,2.04,10,10,10,4.01,0,1,At-Risk High-Value
631,41,Male,Accessories,94,Mississippi,Fall,4.3,1,2-Day Shipping,1,1,33,Debit Card,7,2,21714,6.53,10,10,10,5.51,0,1,At-Risk High-Value
632,55,Male,Footwear,68,Washington,Summer,4.1,1,Store Pickup,1,1,27,Cash,3,2,5508,5.31,3.33,10,10,2.88,0,1,At-Risk High-Value
633,35,Male,Accessories,51,Wyoming,Winter,3.9,1,Next Day Air,1,1,19,Venmo,3,2,2907,3.67,3.33,10,10,2.33,0,1,Low-Engagement Casuals
634,66,Male,Footwear,33,Minnesota,Spring,2.9,1,Express,1,1,50,Debit Card,6,2,9900,10,8.33,10,10,6.11,0,0,At-Risk High-Value
635,36,Male,Footwear,60,Ohio,Summer,3.9,1,Standard,1,1,46,PayPal,2,2,5520,9.18,1.67,10,10,3.62,0,1,At-Risk High-Value
636,27,Male,Clothing,59,South Carolina,Fall,4.3,1,2-Day Shipping,1,1,28,Cash,6,2,9912,5.51,8.33,10,10,4.61,0,1,At-Risk High-Value
637,41,Male,Accessories,30,Wisconsin,Summer,2.8,1,Store Pickup,1,1,14,Bank Transfer,5,2,2100,2.65,6.67,10,10,3.11,0,0,Low-Engagement Casuals
638,21,Male,Clothing,20,Tennessee,Winter,3.4,1,2-Day Shipping,1,1,46,Cash,3,2,2760,9.18,3.33,10,10,4.17,0,0,Low-Engagement Casuals
639,53,Male,Footwear,20,Maryland,Summer,2.7,1,Express,1,1,41,PayPal,4,2,3280,8.16,5,10,10,4.39,0,0,Low-Engagement Casuals
640,54,Male,Clothing,24,Mississippi,Spring,4,1,2-Day Shipping,1,1,50,Credit Card,7,2,8400,10,10,10,10,6.67,0,1,At-Risk High-Value
641,53,Male,Clothing,88,Minnesota,Summer,4.4,1,Store Pickup,1,1,28,Debit Card,3,2,7392,5.51,3.33,10,10,2.95,0,1,At-Risk High-Value
642,47,Male,Clothing,78,Alaska,Winter,3.9,1,2-Day Shipping,1,1,23,Credit Card,5,2,8970,4.49,6.67,10,10,3.72,0,1,At-Risk High-Value
643,64,Male,Clothing,25,Arkansas,Spring,2.8,1,2-Day Shipping,1,1,14,Debit Card,1,2,350,2.65,0,10,10,0.88,0,0,Low-Engagement Casuals
644,18,Male,Clothing,57,Oregon,Winter,3.2,1,Next Day Air,1,1,10,Bank Transfer,5,2,2850,1.84,6.67,10,10,2.84,0,0,Low-Engagement Casuals
645,68,Male,Accessories,93,Louisiana,Summer,4.3,1,Next Day Air,1,1,37,Cash,2,2,6882,7.35,1.67,10,10,3.01,0,1,At-Risk High-Value
646,62,Male,Clothing,42,Oklahoma,Summer,4.2,1,Express,1,1,15,Venmo,1,2,630,2.86,0,10,10,0.95,0,1,Low-Engagement Casuals
647,51,Male,Footwear,54,Indiana,Spring,4.9,1,Standard,1,1,19,Venmo,1,2,1026,3.67,0,10,10,1.22,0,1,Low-Engagement Casuals
648,54,Male,Clothing,70,Mississippi,Summer,3.7,1,Express,1,1,23,Credit Card,3,2,4830,4.49,3.33,10,10,2.61,0,0,At-Risk High-Value
649,22,Male,Clothing,31,Michigan,Winter,4.1,1,Store Pickup,1,1,35,Credit Card,2,2,2170,6.94,1.67,10,10,2.87,0,1,Low-Engagement Casuals
650,53,Male,Clothing,93,Delaware,Spring,4.2,1,Store Pickup,1,1,33,PayPal,5,2,15345,6.53,6.67,10,10,4.4,0,1,At-Risk High-Value
651,34,Male,Accessories,40,Florida,Spring,3.9,1,Next Day Air,1,1,12,Bank Transfer,7,2,3360,2.24,10,10,10,4.08,0,1,Low-Engagement Casuals
652,32,Male,Accessories,32,Arkansas,Summer,2.9,1,Next Day Air,1,1,41,Venmo,3,2,3936,8.16,3.33,10,10,3.83,0,0,Low-Engagement Casuals
